TITULO;;CPB_ROE;;PAIS_OBRA;;QTD_DIAS_EXIBICAO;;QTD_PUBLICO;;NOTA;;VOTOS;;QTD_DIRETOR_M;;QTD_DIRETOR_F;;DIRETOR_GENERO;;QTD_ROTERISTA_MQTD_ROTERISTA_FROTERISTA_GENERO
RAÇA;;E1600349900000;;OUTROS;;5;;3147;;7,1;;40822;;0;;1;;F;;11M
RAFIKI;;E1900037200000;;OUTROS;;56;;5970;;6,8;;3288;;1;;0;;M;;12F
RAFIKI;;E1900037200000;;OUTROS;;1;;52;;6,8;;3288;;1;;0;;M;;12F
RAIA 4;;B1900299800000;;BRASIL;;23;;183;;7,1;;101;;1;;0;;M;;10M
RAINHA & PAÍS;;E1500299900000;;OUTROS;;49;;10493;;6,2;;1858;;1;;0;;M;;10M
RAINHA DE COPAS;;E1900302600000;;OUTROS;;128;;20133;;7;;14409;;0;;1;;F;;02F
RAINHA DE KATWE;;E1600539700000;;ESTADOS UNIDOS;;23;;4992;;7,4;;18648;;0;;1;;F;;20M
RAINHAS DO CRIME;;E1900235100000;;ESTADOS UNIDOS;;34;;28148;;5,6;;22929;;0;;1;;F;;03F
RAMA PANKARARU;;B2300022300000;;BRASIL;;34;;521;;0;;0;;1;;0;;M;;11M
RAMBO: ATÉ O FIM;;E1900310000000;;ESTADOS UNIDOS;;64;;793915;;6,1;;109134;;0;;1;;F;;40M
RAQUEL 1:1;;B2200215900000;;BRASIL;;36;;1223;;6,2;;153;;0;;1;;F;;01F
RASGA CORAÇÃO;;B1800549200000;;BRASIL;;35;;8250;;7;;264;;1;;0;;M;;31M
RATATOUILLE;;E1500365600000;;ESTADOS UNIDOS;;4;;1714;;8,1;;820955;;2;;0;;M;;42M
RAYA E O ÚLTIMO DRAGÃO;;E2100035300000;;ESTADOS UNIDOS;;146;;107089;;7,3;;171033;;2;;2;;M;;53M
REAL - O PLANO POR TRÁS DA HISTÓRIA;;B1700194400000;;BRASIL;;50;;47202;;5,7;;934;;1;;0;;M;;10M
REAL BELEZA;;B1402719200000;;BRASIL;;42;;11207;;6,2;;207;;1;;0;;M;;10M
REALITY - A GRANDE ILUSÃO;;E1500652800000;;OUTROS;;14;;131;;6,8;;5754;;1;;0;;M;;40M
REBENTO;;B1900037400000;;BRASIL;;12;;521;;7,7;;8;;4;;0;;M;;00M
RECIFE ASSOMBRADO - FILME;;B1900507000000;;BRASIL;;32;;5812;;5,4;;25;;1;;0;;M;;40M
REDEMOINHO;;B1600243000000;;BRASIL;;93;;12176;;6,7;;259;;0;;1;;F;;10M
REFÉM DA PAIXÃO;;E1402691100000;;ESTADOS UNIDOS;;90;;25858;;6,9;;51230;;0;;1;;F;;02F
REFÉM DO JOGO;;E1800389800000;;ESTADOS UNIDOS;;21;;50672;;5,8;;14119;;1;;0;;M;;21M
REFLEXÃO;;E2300331300000;;OUTROS;;24;;352;;6,6;;621;;1;;0;;M;;10M
REGRA 34;;B2300001100000;;BRASIL;;54;;6104;;5,4;;462;;0;;1;;F;;54M
REI;;E1800086000000;;OUTROS;;31;;413;;6,7;;323;;0;;1;;F;;01F
REI ARTHUR: A LENDA DA ESPADA;;E1600774000000;;ESTADOS UNIDOS;;68;;952787;;6,7;;231915;;1;;0;;M;;40M
REINO ESCONDIDO;;E1500379800000;;ESTADOS UNIDOS;;19;;1642;;6,6;;109722;;1;;0;;M;;33M
RELACIONAMENTO À FRANCESA;;E1500736500000;;OUTROS;;30;;1139;;6;;4805;;1;;0;;M;;22M
RELATOS DO FRONT;;B1900253800000;;BRASIL;;15;;740;;7,9;;26;;1;;0;;M;;30M
RELATOS SELVAGENS;;E1500251900000;;OUTROS;;447;;485292;;8,1;;215593;;1;;0;;M;;21M
REMAR É...;;B1301939800000;;BRASIL;;5;;91;;5,7;;7;;1;;0;;M;;10M
REMOÇÃO;;B1301918400000;;BRASIL;;13;;224;;0;;0;;2;;0;;M;;20M
RENASCIDA DO INFERNO;;E1500122000000;;ESTADOS UNIDOS;;56;;446282;;5,2;;46059;;1;;0;;M;;20M
RENFIELD: DANDO SANGUE PELO CHEFE;;E2300058400000;;ESTADOS UNIDOS;;35;;42983;;6,4;;94407;;1;;0;;M;;21M
RENOIR;;E1600160900000;;OUTROS;;42;;592;;6,5;;5988;;1;;0;;M;;22M
REPARE BEM;;B1301925900000;;BRASIL;;2;;26;;7,6;;7;;0;;1;;F;;02F
RESET;;E1700170800000;;OUTROS;;26;;1414;;7,8;;19;;1;;0;;M;;10M
RESIDENT EVIL: BEM-VINDO À RACCOON CITY;;E2100453100000;;ESTADOS UNIDOS;;32;;283587;;5,2;;63774;;1;;0;;M;;10M
RESISTÊNCIA;;E2300344200000;;ESTADOS UNIDOS;;55;;278991;;6,8;;156007;;1;;0;;M;;20M
RESPIRE;;E1500459300000;;OUTROS;;44;;5654;;7;;7833;;0;;1;;F;;12F
RESSURREIÇÃO;;E1500737700000;;ESTADOS UNIDOS;;48;;222855;;6,3;;30689;;0;;1;;F;;11M
RETABLO;;E1900499200000;;OUTROS;;110;;3687;;7,5;;1937;;1;;0;;M;;20M
RETRATO DE UMA JOVEM EM CHAMAS;;E1900608900000;;OUTROS;;12;;6729;;8,1;;108873;;0;;1;;F;;01F
RETRATO DO AMOR;;E1900130800000;;OUTROS;;71;;5841;;6,8;;5840;;0;;1;;F;;01F
RETRATOS FANTASMAS;;B2300327500000;;BRASIL;;106;;72251;;7,8;;1488;;1;;0;;M;;10M
REVOLTA DOS MALÊS;;B2300295700000;;BRASIL;;19;;629;;7;;16;;2;;0;;M;;21M
REZA A LENDA;;B1500899800000;;BRASIL;;57;;377799;;5,3;;600;;4;;0;;M;;84M
RHEINGOLD;;E2300237700000;;OUTROS;;33;;1111;;6,8;;2849;;1;;0;;M;;20M
RICKI AND THE FLASH: DE VOLTA PRA CASA;;E1500484600000;;ESTADOS UNIDOS;;43;;118665;;6;;24770;;1;;0;;M;;01F
RIO;;E1600221900000;;ESTADOS UNIDOS;;3;;5;;6,9;;247714;;0;;1;;F;;16F
RIO 2;;E1402667700000;;ESTADOS UNIDOS;;210;;5225365;;6,3;;100177;;0;;1;;F;;24F
RIO CIGANO;;B1301943500000;;BRASIL;;101;;1230;;6,3;;28;;0;;1;;F;;01F
RIO DE VOZES;;B1900332300000;;BRASIL;;30;;786;;0;;0;;2;;0;;M;;00M
RIO DO MEDO;;B1800077300000;;BRASIL;;1;;79;;7,4;;16;;1;;0;;M;;01F
RIO DOCE;;B2300103200000;;BRASIL;;33;;1328;;7,4;;33;;1;;0;;M;;10M
RIO EM CHAMAS;;B1402186400000;;BRASIL;;19;;970;;0;;0;;6;;4;;M;;10M
RIO MUMBAI;;B1700606700000;;BRASIL;;19;;322;;6,8;;18;;1;;1;;M;;21M
RIO, EU TE AMO;;B1402269500000;;BRASIL;;77;;99489;;5,2;;2234;;9;;3;;M;;92M
RIO, NEGRO;;B2300023700000;;BRASIL;;23;;501;;0;;0;;2;;0;;M;;20M
RIOCORRENTE;;B1302034400000;;BRASIL;;133;;3966;;5,8;;125;;0;;1;;F;;01F
RIR PRA NÃO CHORAR;;B2000477300000;;BRASIL;;32;;868;;0;;0;;0;;1;;F;;11M
RISCO IMEDIATO;;E1500043800000;;ESTADOS UNIDOS;;21;;76618;;5,5;;17236;;1;;0;;M;;11M
RITOS DE PASSAGEM;;B1201628900000;;BRASIL;;45;;945;;8;;33;;4;;0;;M;;44M
ROBIN HOOD: A ORIGEM;;E1800463800000;;ESTADOS UNIDOS;;58;;900608;;5,3;;79329;;1;;0;;M;;20M
ROBOCOP;;E1600129100000;;ESTADOS UNIDOS;;74;;2828773;;6,1;;239350;;1;;0;;M;;30M
ROCK DOG - NO FARO DO SUCESSO;;E1700088800000;;OUTROS;;74;;107453;;5,9;;5972;;1;;0;;M;;63M
ROCK THE KASBAH;;E1500717300000;;ESTADOS UNIDOS;;44;;4226;;5,5;;12736;;1;;0;;M;;10M
ROCKETMAN;;E1900164300000;;ESTADOS UNIDOS;;105;;733230;;7,3;;193787;;1;;0;;M;;01F
ROCKETMAN;;E1900164300000;;ESTADOS UNIDOS;;105;;733230;;6,2;;233;;1;;1;;M;;11M
ROCK'N ROLL - POR TRÁS DA FAMA;;E1700280200000;;OUTROS;;52;;4191;;6,1;;4933;;1;;0;;M;;30M
RODA GIGANTE;;E1700498100000;;ESTADOS UNIDOS;;45;;157027;;6,2;;30861;;1;;0;;M;;10M
RODANTES;;B1900425300000;;BRASIL;;34;;378;;6,8;;65;;1;;0;;M;;10M
RODEIO ROCK;;B2300261100000;;BRASIL;;14;;8562;;6,4;;41;;1;;0;;M;;10M
RODÊNCIA E O DENTE DA PRINCESA;;E1600148700000;;OUTROS;;36;;3496;;4,9;;463;;2;;0;;M;;31M
RODIN;;E1700280100000;;OUTROS;;81;;15605;;5;;1433;;1;;0;;M;;10M
ROGAI POR NÓS;;E2100118600000;;ESTADOS UNIDOS;;51;;549540;;5,1;;27535;;0;;1;;F;;02F
ROGÉRIA - SENHOR ASTOLFO BARROZO PINTO;;B1800517000000;;BRASIL;;20;;1055;;7,3;;27;;1;;0;;M;;11M
ROGÉRIO DUARTE O TROPIKAOSLISTA;;B1600641100000;;BRASIL;;39;;1338;;7,8;;17;;1;;0;;M;;20M
ROGUE ONE: UMA HISTÓRIA STAR WARS;;E1600663000000;;ESTADOS UNIDOS;;64;;2841157;;7,8;;684704;;1;;0;;M;;50M
ROMANCE À FRANCESA;;E1600311400000;;OUTROS;;68;;10773;;6;;1051;;1;;0;;M;;10M
ROMANCE À FRANCESA;;E1600311400000;;OUTROS;;18;;434;;6;;1051;;1;;0;;M;;10M
ROMANCE POLICIAL;;B1402131500000;;BRASIL;;86;;3647;;6;;70;;1;;0;;M;;10M
ROMEO E JULIETA;;E1600673900000;;OUTROS;;1;;249;;8,2;;427;;3;;0;;M;;30M
RON BUGADO;;E2100371300000;;ESTADOS UNIDOS;;54;;240472;;7,1;;40170;;1;;2;;F;;11M
RONDON, O DESBRAVADOR;;B1500475400000;;BRASIL;;20;;2321;;6;;15;;1;;1;;M;;00M
ROSEMBERG - CINEMA, COLAGEM E AFETOS;;B1600715000000;;BRASIL;;10;;167;;6,6;;5;;2;;0;;M;;20M
ROTA DE FUGA;;E1600139900000;;ESTADOS UNIDOS;;7;;115;;6,7;;256980;;0;;1;;F;;11M
RUA CLOVERFIELD, 10;;E1600122000000;;ESTADOS UNIDOS;;53;;324587;;7,2;;353647;;0;;1;;F;;21M
RUA GUAICURUS;;B1900424900000;;BRASIL;;47;;1143;;6,6;;21;;1;;0;;M;;00M
RUA SECRETA;;E1500186800000;;OUTROS;;34;;753;;6,3;;231;;0;;1;;F;;01F
RÚCULA COM TOMATE SECO;;B1700062100000;;BRASIL;;14;;401;;4,7;;18;;1;;0;;M;;10M
RUÍDO BRANCO;;E2200373100000;;ESTADOS UNIDOS;;46;;5422;;5,7;;44324;;1;;0;;M;;11M
RUIM PRA CACHORRO;;E2300099100000;;ESTADOS UNIDOS;;22;;89485;;6,3;;28293;;1;;0;;M;;10M
RUN & JUMP;;E1600106800000;;OUTROS;;56;;1824;;6,2;;1327;;0;;1;;F;;02F
RUTH & ALEX;;E1500650300000;;ESTADOS UNIDOS;;64;;21847;;6,2;;11208;;1;;0;;M;;20M
S.O.S. MULHERES AO MAR;;B1402106900000;;BRASIL;;182;;1789819;;5,7;;899;;0;;1;;F;;55M
S.O.S. MULHERES AO MAR 2;;B1500778300000;;BRASIL;;73;;1517532;;5,4;;371;;0;;1;;F;;20M
SABOR DA VIDA;;E1500752800000;;OUTROS;;74;;16882;;7,4;;12667;;0;;1;;F;;11M
SAFÁRI;;E1800224300000;;OUTROS;;27;;238;;7;;1250;;0;;1;;F;;02F
SAI DE BAIXO, O FILME;;B1900031700000;;BRASIL;;49;;469143;;4,7;;525;;0;;1;;F;;21M
SAILING BAND;;B1700581200000;;BRASIL;;13;;130;;0;;0;;1;;0;;M;;10M
SAINT AMOUR - NA ROTA DO VINHO;;E1600489500000;;OUTROS;;9;;41;;6;;1553;;2;;0;;M;;20M
SAINT AMOUR - NA ROTA DO VINHO;;E1600489500000;;OUTROS;;74;;8423;;6;;1553;;2;;0;;M;;20M
SAINT LAURENT;;E1402424400000;;OUTROS;;70;;31467;;6,1;;6464;;1;;0;;M;;20M
SALTO NO VAZIO;;B1800211500000;;BRASIL;;6;;124;;0;;0;;4;;4;;M;;44M
SAMADHI ROAD;;B2200167500000;;BRASIL;;10;;224;;0;;0;;2;;0;;M;;20M
SAMBA;;E1500377200000;;OUTROS;;118;;131656;;6,7;;17311;;1;;1;;M;;13F
SAMSARA, A JORNADA DA ALMA;;E2300439200000;;OUTROS;;70;;3473;;7,1;;522;;0;;1;;F;;02F
SANCTORUM;;E2100337900000;;OUTROS;;15;;135;;6,3;;351;;1;;0;;M;;10M
SANGUE AZUL;;B1402237400000;;BRASIL;;69;;10044;;6,4;;333;;1;;0;;M;;12F
SANGUE DO MEU SANGUE;;E1600729500000;;OUTROS;;27;;334;;6,1;;1167;;1;;0;;M;;10M
SANGUE DO MEU SANGUE;;E1600729500000;;OUTROS;;31;;5496;;6,1;;1167;;1;;0;;M;;10M
SANGUE RUIM;;E1500873300000;;OUTROS;;97;;2585;;7,2;;9279;;1;;0;;M;;10M
SANSÃO;;E1700623300000;;ESTADOS UNIDOS;;25;;30269;;0;;0;;1;;0;;M;;10M
SANTO AMARO ERA SKATISTA;;B1700499500000;;BRASIL;;2;;33;;0;;0;;1;;0;;M;;10M
SANTORO- O HOMEM E SUA MÚSICA;;B1600050100000;;BRASIL;;26;;620;;5,3;;6;;0;;1;;F;;01F
SANTOS DE TODOS OS GOLS;;B1900147200000;;BRASIL;;14;;3519;;8,8;;9;;0;;1;;F;;00M
SÃO PAULO EM HI-FI;;B1600337700000;;BRASIL;;103;;3526;;8;;98;;1;;0;;M;;00M
SÃO SEBASTIAO DO RIO DE JANEIRO - A FORMAÇÃO DE UMA CIDADE;;B1500866700000;;BRASIL;;12;;4907;;6,8;;21;;0;;1;;F;;10M
SÃO SILVESTRE;;B1301963900000;;BRASIL;;74;;1042;;6,9;;23;;0;;1;;F;;01F
SAPATO36;;B2000315600000;;BRASIL;;20;;351;;0;;0;;1;;0;;M;;20M
SATÂNICO;;E1600648600000;;ESTADOS UNIDOS;;28;;5053;;3,7;;7080;;0;;1;;F;;10M
SATYRIANAS, 78HORAS EM 78 MIN;;B1301898000000;;BRASIL;;6;;22;;5;;10;;3;;0;;M;;10M
SCARFACE;;E1402577700000;;ESTADOS UNIDOS;;3;;4725;;8,3;;913583;;1;;0;;M;;31M
SCOOBY - O FILME;;E2000026400000;;ESTADOS UNIDOS;;257;;334965;;5,6;;29944;;1;;0;;M;;71M
SCOOBY-DOO;;E1600194500000;;OUTROS;;2;;189;;5,3;;125140;;1;;0;;M;;13F
SE A RUA BEALE FALASSE;;E1800460400000;;ESTADOS UNIDOS;;84;;18960;;7,1;;52410;;1;;0;;M;;20M
SE ARREPENDIMENTO MATASSE;;B1900331600000;;BRASIL;;1;;131;;0;;0;;0;;1;;F;;01F
SE DEUS VIER QUE VENHA ARMADO;;B1402133100000;;BRASIL;;59;;1703;;6;;100;;1;;0;;M;;11M
SE EU FICAR;;E1402673400000;;ESTADOS UNIDOS;;105;;578470;;6,7;;128106;;1;;0;;M;;11M
SE EU FOSSE VOCÊ;;B0500433200000;;BRASIL;;1;;811;;6,1;;5758;;1;;0;;M;;42M
SEBERG CONTRA TODOS;;E2000043500000;;ESTADOS UNIDOS;;14;;6262;;6;;10304;;1;;0;;M;;11M
SEGREDOS DE GUERRA;;E2200427500000;;OUTROS;;42;;3105;;7,1;;12657;;0;;1;;F;;21M
SEGREDOS DO PUTUMAYO;;B2100339600000;;BRASIL;;31;;1033;;8,3;;24;;1;;0;;M;;30M
SEGREDOS EM FAMÍLIA;;E2200130600000;;OUTROS;;49;;1550;;5,7;;283;;1;;0;;M;;20M
SEGREDOS OFICIAIS;;E1900336200000;;ESTADOS UNIDOS;;7;;14406;;7,3;;54323;;1;;0;;M;;41M
SEGUINDO TODOS OS PROTOCOLOS;;B2200207600000;;BRASIL;;30;;1656;;6,3;;89;;1;;0;;M;;10M
SEGUNDO TEMPO;;B1900417800000;;BRASIL;;28;;860;;7,7;;15;;12;;0;;M;;00M
SEGUNDO TEMPO;;B1800438200000;;BRASIL;;7;;275;;7,7;;15;;12;;0;;M;;00M
SEJAM MUITO BEM-VINDOS;;E1500498800000;;OUTROS;;27;;203;;6,2;;399;;1;;0;;M;;31M
SELMA - UMA LUTA PELA IGUALDADE;;E1500058100000;;ESTADOS UNIDOS;;105;;28478;;7,5;;95369;;0;;1;;F;;10M
SELVAGEM;;B2000097600000;;BRASIL;;24;;1076;;7,2;;21;;9;;0;;M;;189M
SEM AMOR;;E1700470500000;;OUTROS;;57;;15042;;0;;0;;1;;0;;M;;10M
SEM AR;;E2300294200000;;OUTROS;;20;;16140;;5,5;;4017;;1;;0;;M;;20M
SEM DIREITO A RESGATE;;E1402473300000;;ESTADOS UNIDOS;;21;;20109;;5,8;;20168;;1;;0;;M;;20M
SEM ESCALAS;;E1402642500000;;ESTADOS UNIDOS;;76;;907050;;6,9;;276271;;0;;1;;F;;30M
SEM EVIDÊNCIAS;;E1600107800000;;ESTADOS UNIDOS;;56;;18015;;6,1;;23796;;1;;0;;M;;21M
SEM FILHOS;;E1500740600000;;OUTROS;;57;;13541;;6,3;;2203;;1;;0;;M;;20M
SEM FÔLEGO;;E1700542900000;;ESTADOS UNIDOS;;17;;4688;;6,2;;11050;;1;;0;;M;;10M
SEM PENA;;B1402173200000;;BRASIL;;74;;7434;;8;;67;;1;;0;;M;;10M
SEM SAÍDA;;E2100006300000;;ESTADOS UNIDOS;;98;;82030;;5,4;;12879;;1;;0;;M;;10M
SEM SEU SANGUE;;B1900381500000;;BRASIL;;21;;125;;4,9;;167;;0;;1;;F;;11M
SEMENTES DO NOSSO QUINTAL;;B1301754000000;;BRASIL;;53;;2030;;0;;0;;0;;1;;F;;02F
SEMPRE EM FRENTE;;E2100407500000;;ESTADOS UNIDOS;;25;;12862;;7,4;;38743;;1;;0;;M;;10M
SENTIMENTOS QUE CURAM;;E1500278400000;;ESTADOS UNIDOS;;38;;20215;;6,9;;17004;;0;;1;;F;;01F
SEPULTURA ENDURANCE;;B1600757800000;;BRASIL;;22;;2511;;7,3;;213;;1;;0;;M;;10M
SEQUESTRO RELÂMPAGO;;B1800126800000;;BRASIL;;39;;13075;;5;;275;;0;;1;;F;;21M
SERA QUE;;E1500009500000;;OUTROS;;35;;48351;;5,2;;60;;1;;0;;M;;10M
SERIAL KELLY;;B1900583000000;;BRASIL;;32;;2476;;5,9;;65;;0;;1;;F;;11M
SERRA PELADA;;B1301969600000;;BRASIL;;7;;79;;7;;1749;;4;;0;;M;;44M
SERTÂNIA;;B1900597200000;;BRASIL;;51;;407;;7,4;;181;;0;;1;;F;;01F
SERTÃO VELHO CERRADO;;B1800287300000;;BRASIL;;50;;2011;;7,5;;120;;0;;1;;F;;02F
SERVIDÃO;;B1800561900000;;BRASIL;;31;;628;;7,8;;8;;2;;0;;M;;10M
SETE HOMENS E UM DESTINO;;E1500746400000;;ESTADOS UNIDOS;;66;;618060;;6,9;;227743;;1;;0;;M;;32M
SETE MINUTOS DEPOIS DA MEIA NOITE;;E1600459600000;;OUTROS;;16;;18633;;7,4;;93661;;1;;0;;M;;11M
SETENTA;;B1402151100000;;BRASIL;;28;;1200;;7,3;;31;;0;;1;;F;;00M
SEUS OSSOS E SEUS OLHOS;;B1900286800000;;BRASIL;;35;;543;;5,7;;72;;1;;0;;M;;10M
SEVEN - OS SETE CRIMES CAPITAIS;;E1500165800000;;ESTADOS UNIDOS;;1;;79;;8,6;;1792462;;1;;0;;M;;10M
SEVERINA;;B1700414300000;;BRASIL;;100;;13647;;6,4;;281;;1;;0;;M;;20M
SEX TAPE PERDIDO NA NUVEM;;E1402397600000;;ESTADOS UNIDOS;;80;;342572;;5,1;;117844;;1;;0;;M;;12F
SEXTA-FEIRA 13;;E1500668200000;;ESTADOS UNIDOS;;4;;1628;;6,4;;157004;;1;;0;;M;;11M
SEXY POR ACIDENTE;;E1800140300000;;ESTADOS UNIDOS;;35;;136779;;5,6;;57131;;0;;2;;F;;02F
SHADE - ENTRE BRUXAS E HERÓIS;;E1800490200000;;OUTROS;;10;;479;;6,7;;302;;1;;0;;M;;31M
SHADOW;;E2100281600000;;OUTROS;;26;;816;;0;;0;;1;;0;;M;;20M
SHANG-CHI E A LENDA DOS DEZ ANEIS;;E2100231800000;;ESTADOS UNIDOS;;72;;2228102;;7,4;;433676;;1;;0;;M;;41M
SHAUN: O CARNEIRO;;E1500324900000;;OUTROS;;56;;114199;;7,3;;43336;;2;;0;;M;;30M
SHAZAM!;;E1900060900000;;ESTADOS UNIDOS;;156;;2930337;;7;;383876;;1;;0;;M;;22M
SHAZAM! FÚRIA DOS DEUSES;;E2200308700000;;ESTADOS UNIDOS;;62;;959700;;5,9;;123892;;1;;0;;M;;41M
SHERLOCK GNOMES E O MISTÉRIO DO JARDIM;;E1800076300000;;ESTADOS UNIDOS;;82;;488614;;5,2;;14001;;1;;0;;M;;64M
SHE'S FUNNY THAT WAY;;E1500268600000;;ESTADOS UNIDOS;;80;;43872;;6,1;;28798;;1;;0;;M;;11M
SHIVÁ – UMA SEMANA E UM DIA;;E1700368100000;;OUTROS;;53;;3901;;6,7;;958;;0;;1;;F;;01F
SHORTBUS;;E1600623200000;;ESTADOS UNIDOS;;70;;1838;;6,4;;35351;;1;;0;;M;;10M
SIBYL;;E2000072600000;;OUTROS;;67;;2628;;5,9;;5034;;0;;1;;F;;21M
SICARIO;;E1500490400000;;ESTADOS UNIDOS;;42;;51979;;7,7;;474467;;1;;0;;M;;10M
SIERANEVADA;;E1600712800000;;OUTROS;;35;;2378;;7,3;;5711;;1;;0;;M;;10M
SIERANEVADA;;E1600712800000;;OUTROS;;21;;3294;;7,3;;5711;;1;;0;;M;;10M
SILÊNCIO;;E1600683600000;;OUTROS;;87;;71425;;7,2;;122629;;1;;0;;M;;30M
SILÊNCIO;;E1600683600000;;OUTROS;;87;;71425;;0;;0;;0;;1;;F;;11M
SILÊNCIO NO ESTÚDIO;;B1700602500000;;BRASIL;;18;;287;;7,5;;10;;0;;1;;F;;12F
SILENT HILL: REVELAÇÃO;;E1600186300000;;OUTROS;;13;;284;;4,9;;66608;;0;;1;;F;;31M
SIMONAL;;B1800098700000;;BRASIL;;57;;65629;;6,9;;513;;1;;0;;M;;21M
SIMPLESMENTE ACONTECE;;E1402627500000;;ESTADOS UNIDOS;;88;;490652;;7,1;;155095;;1;;0;;M;;02F
SIMPLESMENTE UMA MULHER;;E1500513100000;;ESTADOS UNIDOS;;28;;409;;5,5;;2943;;1;;0;;M;;11M
SINAIS DE CINZA, A PELEJA DE OLNEY CONTRA O DRAGÃO DA MALDADE;;B1402740400000;;BRASIL;;22;;193;;0;;0;;1;;0;;M;;10M
SINFONIA DA NECRÓPOLE;;B1402254300000;;BRASIL;;77;;2447;;6,9;;451;;0;;1;;F;;01F
SINFONIA DE PARIS;;E1500296700000;;ESTADOS UNIDOS;;1;;10;;7,2;;36753;;1;;0;;M;;01F
SINFONIA DE UM HOMEM COMUM;;B2200243000000;;BRASIL;;1;;15;;8,4;;29;;1;;0;;M;;31M
SINFONIA PAULISTANA, UM NOVO OLHAR;;B1301888800000;;BRASIL;;1;;52;;0;;0;;1;;0;;M;;00M
SING - QUEM CANTA SEUS MALES ESPANTA;;E1600360800000;;ESTADOS UNIDOS;;172;;2675439;;7,1;;190511;;2;;0;;M;;10M
SING 2;;E2100492600000;;ESTADOS UNIDOS;;256;;1616947;;7,3;;86335;;2;;0;;M;;10M
SIRON. TEMPO SOBRE TELA;;B1900039300000;;BRASIL;;10;;42;;0;;0;;2;;0;;M;;20M
SISTEMA BRUTO;;B2200323800000;;BRASIL;;18;;3834;;5;;527;;0;;1;;F;;31M
SKIN - A FLOR DA PELE;;E2000046600000;;ESTADOS UNIDOS;;42;;761;;6,8;;18652;;1;;0;;M;;10M
SKINAMARINK;;E2300066800000;;OUTROS;;19;;1798;;4,8;;15490;;1;;0;;M;;10M
SLALOM: ATÉ O LIMITE;;E2000480900000;;OUTROS;;36;;502;;6,6;;2220;;1;;0;;M;;30M
SLAM: VOZ DE LEVANTE;;B1800250800000;;BRASIL;;23;;748;;7,1;;14;;0;;2;;F;;02F
SLENDER MAN - PESADELO SEM ROSTO;;E1800037900000;;ESTADOS UNIDOS;;62;;467230;;3,2;;38275;;1;;0;;M;;20M
SNIPER AMERICANO;;E1402739100000;;ESTADOS UNIDOS;;88;;1167068;;7,3;;527780;;1;;0;;M;;31M
SNOWDEN - HERÓI OU TRAIDOR;;E1600648000000;;OUTROS;;74;;108598;;7,3;;162618;;1;;0;;M;;40M
SOB A PELE;;E1600112400000;;OUTROS;;70;;19643;;6,3;;157526;;1;;0;;M;;40M
SOB O MESMO CÉU;;E1500261700000;;ESTADOS UNIDOS;;42;;90819;;5,4;;70915;;1;;0;;M;;10M
SOB PRESSÃO;;B1600685000000;;BRASIL;;30;;39326;;8,6;;680;;3;;2;;M;;124M
SOBIBOR;;E1800608000000;;OUTROS;;24;;5572;;6,4;;5750;;1;;0;;M;;22M
SOBRADINHO;;B1800019400000;;BRASIL;;5;;17;;6,7;;7;;2;;0;;M;;00M
SOBRE AMIGOS, AMOR E VINHO;;E1500482300000;;OUTROS;;88;;17664;;6,1;;3182;;0;;1;;F;;11M
SOBRE SETE ONDAS VERDES ESPUMANTES;;B1302014400000;;BRASIL;;37;;1093;;7,4;;25;;2;;0;;M;;21M
SOBRE VIAGENS E AMORES;;E1700168100000;;OUTROS;;70;;4960;;6,2;;1764;;1;;0;;M;;20M
SOBRENATURAL: A ORIGEM;;E1500434800000;;ESTADOS UNIDOS;;73;;624245;;6,1;;118233;;1;;0;;M;;10M
SOBRENATURAL: A PORTA VERMELHA;;E2300133900000;;ESTADOS UNIDOS;;62;;770191;;5,5;;49947;;1;;0;;M;;20M
SOBRENATURAL: A ÚLTIMA CHAVE;;E1600701100000;;ESTADOS UNIDOS;;93;;1067205;;5,7;;71460;;0;;1;;F;;10M
SOBRENATURAL: CAPÍTULO 2;;E1600144700000;;ESTADOS UNIDOS;;64;;2629;;6,5;;188371;;1;;0;;M;;20M
SOBREVIVA OU MORRA TENTANDO;;E2100215400000;;ESTADOS UNIDOS;;30;;58;;6,3;;27164;;1;;0;;M;;10M
SOBREVIVENTE URBANO;;B1402285000000;;BRASIL;;8;;247;;0;;0;;1;;0;;M;;10M
SOBREVIVI AO HOLOCAUSTO;;B1402202200000;;BRASIL;;21;;1716;;8,1;;8;;1;;1;;M;;01F
SOCORRO, VIREI UMA GAROTA!;;B1700524600000;;BRASIL;;36;;26212;;5,8;;501;;1;;0;;M;;10M
SOL DA MEIA-NOITE;;E1800070700000;;ESTADOS UNIDOS;;23;;32945;;6,6;;35958;;1;;0;;M;;11M
SOLDADO ESTRANGEIRO;;B1900035900000;;BRASIL;;29;;254;;8,3;;7;;2;;0;;M;;20M
SOLDADOS DO ARAGUAIA;;B1700539800000;;BRASIL;;36;;1299;;7;;57;;1;;0;;M;;20M
SOLTEIRA QUASE SURTANDO;;B2000040200000;;BRASIL;;10;;20499;;7,2;;32;;1;;0;;M;;01F
SOM DA LIBERDADE;;E2300341600000;;ESTADOS UNIDOS;;72;;2688770;;7,7;;112445;;1;;0;;M;;20M
SOMBRAS DE UM CRIME;;E2200498600000;;ESTADOS UNIDOS;;16;;6123;;5,3;;11451;;1;;0;;M;;40M
SOMOS O QUE SOMOS;;E1500524500000;;ESTADOS UNIDOS;;95;;1533;;5,9;;22085;;1;;0;;M;;30M
